date,rainfall_mm,latitude,longitude,rainfall_state
2019-11-26,0.0,20.5,78.25,dry
2019-11-27,0.0,20.5,78.25,dry
2019-11-28,0.0,20.5,78.25,dry
2019-11-29,0.0,20.5,78.25,dry
2019-11-30,0.0,20.5,78.25,dry
2019-12-01,0.0,20.5,78.25,dry
2019-12-02,0.0,20.5,78.25,dry
2019-12-03,0.0,20.5,78.25,dry
2019-12-04,0.0,20.5,78.25,dry
2019-12-05,0.0,20.5,78.25,dry
2019-12-06,0.0,20.5,78.25,dry
2019-12-07,0.0,20.5,78.25,dry
2019-12-08,0.0,20.5,78.25,dry
2019-12-09,0.0,20.5,78.25,dry
2019-12-10,0.0,20.5,78.25,dry
2019-12-11,0.0,20.5,78.25,dry
2019-12-12,0.0,20.5,78.25,dry
2019-12-13,0.0,20.5,78.25,dry
2019-12-14,0.0,20.5,78.25,dry
2019-12-15,0.0,20.5,78.25,dry
2019-12-16,2.7976644039154053,20.5,78.25,drizzle
2019-12-17,0.0,20.5,78.25,dry
2019-12-18,0.0,20.5,78.25,dry
2019-12-19,0.0,20.5,78.25,dry
2019-12-20,0.0,20.5,78.25,dry
2019-12-21,0.0,20.5,78.25,dry
2019-12-22,0.0,20.5,78.25,dry
2019-12-23,0.0,20.5,78.25,dry
2019-12-24,0.0,20.5,78.25,dry
2019-12-25,0.0,20.5,78.25,dry
2019-12-26,0.7193054556846619,20.5,78.25,dry
2019-12-27,0.0,20.5,78.25,dry
2019-12-28,0.0,20.5,78.25,dry
2019-12-29,0.0,20.5,78.25,dry
2019-12-30,0.0,20.5,78.25,dry
2019-12-31,0.0,20.5,78.25,dry
